price_id,customer,article,article_variant,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_min,qty_max,qty_unit,color_tier,price_usd,price_thb,terms,valid_from,valid_to,quote_ref,source_sheet,source_row,notes
2414,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Light,5.93,,,,,header-parsed,ANITA_Thailand & Germany ,7,
2415,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Medium,6.1,,,,,header-parsed,ANITA_Thailand & Germany ,7,
2416,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Dark,6.43333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,7,
2417,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,PFE/PFD,,156,,,,header-parsed,ANITA_Thailand & Germany ,7,
2418,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,White,,173,,,,header-parsed,ANITA_Thailand & Germany ,7,
2419,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Light,,178,,,,header-parsed,ANITA_Thailand & Germany ,7,
2420,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Medium,,183,,,,header-parsed,ANITA_Thailand & Germany ,7,
2421,ANITA_Thailand & Germany ,251205,,,,,,,,701,2500,M,Dark,,193,,,,header-parsed,ANITA_Thailand & Germany ,7,
2422,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,PFE/PFD,5.13333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,8,
2423,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,White,5.6,,,,,header-parsed,ANITA_Thailand & Germany ,8,
2424,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Light,5.73,,,,,header-parsed,ANITA_Thailand & Germany ,8,
2425,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Medium,5.96666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,8,
2426,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Dark,6.26666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,8,
2427,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,PFE/PFD,,154,,,,header-parsed,ANITA_Thailand & Germany ,8,
2428,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,White,,168,,,,header-parsed,ANITA_Thailand & Germany ,8,
2429,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Light,,172,,,,header-parsed,ANITA_Thailand & Germany ,8,
2430,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Medium,,179,,,,header-parsed,ANITA_Thailand & Germany ,8,
2431,ANITA_Thailand & Germany ,251205,,,,,,,,2501,10000,M,Dark,,188,,,,header-parsed,ANITA_Thailand & Germany ,8,
2432,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,PFE/PFD,5.2,,,,,header-parsed,ANITA_Thailand & Germany ,13,
2433,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,White,5.96666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,13,
2434,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Light,6.1,,,,,header-parsed,ANITA_Thailand & Germany ,13,
2435,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Medium,6.1,,,,,header-parsed,ANITA_Thailand & Germany ,13,
2436,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Dark,6.1,,,,,header-parsed,ANITA_Thailand & Germany ,13,
2437,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,PFE/PFD,,156,,,,header-parsed,ANITA_Thailand & Germany ,13,
2438,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,White,,179,,,,header-parsed,ANITA_Thailand & Germany ,13,
2439,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Light,,183,,,,header-parsed,ANITA_Thailand & Germany ,13,
2440,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Medium,,183,,,,header-parsed,ANITA_Thailand & Germany ,13,
2441,ANITA_Thailand & Germany ,256524,,,,,,,,200,700,M,Dark,,183,,,,header-parsed,ANITA_Thailand & Germany ,13,
2442,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,PFE/PFD,4.93333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,14,
2443,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,White,5.5,,,,,header-parsed,ANITA_Thailand & Germany ,14,
2444,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Light,5.63,,,,,header-parsed,ANITA_Thailand & Germany ,14,
2445,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Medium,5.63333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,14,
2446,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Dark,5.83333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,14,
2447,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,PFE/PFD,,148,,,,header-parsed,ANITA_Thailand & Germany ,14,
2448,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,White,,165,,,,header-parsed,ANITA_Thailand & Germany ,14,
2449,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Light,,169,,,,header-parsed,ANITA_Thailand & Germany ,14,
2450,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Medium,,169,,,,header-parsed,ANITA_Thailand & Germany ,14,
2451,ANITA_Thailand & Germany ,256524,,,,,,,,701,2500,M,Dark,,175,,,,header-parsed,ANITA_Thailand & Germany ,14,
2452,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,PFE/PFD,4.76666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,15,
2453,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,White,5.2,,,,,header-parsed,ANITA_Thailand & Germany ,15,
2454,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Light,5.33,,,,,header-parsed,ANITA_Thailand & Germany ,15,
2455,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Medium,5.46666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,15,
2456,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Dark,5.63333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,15,
2457,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,PFE/PFD,,143,,,,header-parsed,ANITA_Thailand & Germany ,15,
2458,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,White,,156,,,,header-parsed,ANITA_Thailand & Germany ,15,
2459,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Light,,160,,,,header-parsed,ANITA_Thailand & Germany ,15,
2460,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Medium,,164,,,,header-parsed,ANITA_Thailand & Germany ,15,
2461,ANITA_Thailand & Germany ,256524,,,,,,,,2501,10000,M,Dark,,169,,,,header-parsed,ANITA_Thailand & Germany ,15,
2462,ANITA_Thailand & Germany ,255028,,,,,,,,200,600,M,Medium,6.17,,,,,header-parsed,ANITA_Thailand & Germany ,20,
2463,ANITA_Thailand & Germany ,255028,,,,,,,,601,2000,M,Medium,5.4,,,,,header-parsed,ANITA_Thailand & Germany ,21,
2464,ANITA_Thailand & Germany ,255028,,,,,,,,2001,5000,M,Medium,5.1,,,,,header-parsed,ANITA_Thailand & Germany ,22,
2465,ANITA_Thailand & Germany ,255028,,,,,,,,200,600,M,Medium,6.17,,,,,header-parsed,ANITA_Thailand & Germany ,27,
2466,ANITA_Thailand & Germany ,255028,,,,,,,,200,600,M,PFE/PFD,,216,,,,header-parsed,ANITA_Thailand & Germany ,27,
2467,ANITA_Thailand & Germany ,255028,,,,,,,,601,2000,M,Medium,5.4,,,,,header-parsed,ANITA_Thailand & Germany ,28,
2468,ANITA_Thailand & Germany ,255028,,,,,,,,601,2000,M,PFE/PFD,,189,,,,header-parsed,ANITA_Thailand & Germany ,28,
2469,ANITA_Thailand & Germany ,255028,,,,,,,,2001,5000,M,Medium,5.1,,,,,header-parsed,ANITA_Thailand & Germany ,29,
2470,ANITA_Thailand & Germany ,255028,,,,,,,,2001,5000,M,PFE/PFD,,179,,,,header-parsed,ANITA_Thailand & Germany ,29,
2471,ANITA_Thailand & Germany ,255028,,,,,,,,1,,M,Light,4.93,,,,,header-parsed,ANITA_Thailand & Germany ,30,
2472,ANITA_Thailand & Germany ,255028,,,,,,,,1,,M,Dark,136,,,,,header-parsed,ANITA_Thailand & Germany ,30,
2473,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,Light,2.2,,,,,header-parsed,ANITA_Thailand & Germany ,36,
2474,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,Medium,2.86666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,36,
2475,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,PFE/PFD,,66,,,,header-parsed,ANITA_Thailand & Germany ,36,
2476,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,White,,86,,,,header-parsed,ANITA_Thailand & Germany ,36,
2477,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,Light,1.86666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,37,
2478,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,Medium,2.35,,,,,header-parsed,ANITA_Thailand & Germany ,37,
2479,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,PFE/PFD,,56,,,,header-parsed,ANITA_Thailand & Germany ,37,
2480,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,White,,71,,,,header-parsed,ANITA_Thailand & Germany ,37,
2481,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,Light,1.8,,,,,header-parsed,ANITA_Thailand & Germany ,38,
2482,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,Medium,2.18333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,38,
2483,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,PFE/PFD,,54,,,,header-parsed,ANITA_Thailand & Germany ,38,
2484,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,White,,66,,,,header-parsed,ANITA_Thailand & Germany ,38,
2485,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,Light,2.35,,,,,header-parsed,ANITA_Thailand & Germany ,41,
2486,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,Medium,3.02,,,,,header-parsed,ANITA_Thailand & Germany ,41,
2487,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,PFE/PFD,,69,,,,header-parsed,ANITA_Thailand & Germany ,41,
2488,ANITA_Thailand & Germany ,254990,,,,,,,,200,700,M,White,,90,,,,header-parsed,ANITA_Thailand & Germany ,41,
2489,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,Light,2.02,,,,,header-parsed,ANITA_Thailand & Germany ,42,
2490,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,Medium,2.5,,,,,header-parsed,ANITA_Thailand & Germany ,42,
2491,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,PFE/PFD,,59,,,,header-parsed,ANITA_Thailand & Germany ,42,
2492,ANITA_Thailand & Germany ,254990,,,,,,,,701,2500,M,White,,75,,,,header-parsed,ANITA_Thailand & Germany ,42,
2493,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,Light,1.85,,,,,header-parsed,ANITA_Thailand & Germany ,43,
2494,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,Medium,2.33,,,,,header-parsed,ANITA_Thailand & Germany ,43,
2495,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,PFE/PFD,,57,,,,header-parsed,ANITA_Thailand & Germany ,43,
2496,ANITA_Thailand & Germany ,254990,,,,,,,,2501,10000,M,White,,69,,,,header-parsed,ANITA_Thailand & Germany ,43,
2497,ANITA_Thailand & Germany ,256530,,,,,,,,200,700,M,Light,2.16666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,49,
2498,ANITA_Thailand & Germany ,256530,,,,,,,,200,700,M,Medium,2.83333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,49,
2499,ANITA_Thailand & Germany ,256530,,,,,,,,200,700,M,PFE/PFD,,65,,,,header-parsed,ANITA_Thailand & Germany ,49,
2500,ANITA_Thailand & Germany ,256530,,,,,,,,200,700,M,White,,85,,,,header-parsed,ANITA_Thailand & Germany ,49,
2501,ANITA_Thailand & Germany ,256530,,,,,,,,701,2500,M,Light,2,,,,,header-parsed,ANITA_Thailand & Germany ,50,
2502,ANITA_Thailand & Germany ,256530,,,,,,,,701,2500,M,Medium,2.5,,,,,header-parsed,ANITA_Thailand & Germany ,50,
2503,ANITA_Thailand & Germany ,256530,,,,,,,,701,2500,M,PFE/PFD,,60,,,,header-parsed,ANITA_Thailand & Germany ,50,
2504,ANITA_Thailand & Germany ,256530,,,,,,,,701,2500,M,White,,75,,,,header-parsed,ANITA_Thailand & Germany ,50,
2505,ANITA_Thailand & Germany ,256530,,,,,,,,2501,10000,M,Light,1.83333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,51,
2506,ANITA_Thailand & Germany ,256530,,,,,,,,2501,10000,M,Medium,2.16666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,51,
2507,ANITA_Thailand & Germany ,256530,,,,,,,,2501,10000,M,PFE/PFD,,55,,,,header-parsed,ANITA_Thailand & Germany ,51,
2508,ANITA_Thailand & Germany ,256530,,,,,,,,2501,10000,M,White,,65,,,,header-parsed,ANITA_Thailand & Germany ,51,
2509,ANITA_Thailand & Germany ,254824,,,,,,,,200,600,M,Light,3.16666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,56,
2510,ANITA_Thailand & Germany ,254824,,,,,,,,200,600,M,Medium,3.76666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,56,
2511,ANITA_Thailand & Germany ,254824,,,,,,,,200,600,M,PFE/PFD,,95,,,,header-parsed,ANITA_Thailand & Germany ,56,
2512,ANITA_Thailand & Germany ,254824,,,,,,,,200,600,M,White,,113,,,,header-parsed,ANITA_Thailand & Germany ,56,
2513,ANITA_Thailand & Germany ,254824,,,,,,,,601,2000,M,Light,2.83333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,57,
2514,ANITA_Thailand & Germany ,254824,,,,,,,,601,2000,M,Medium,3.33333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,57,
2515,ANITA_Thailand & Germany ,254824,,,,,,,,601,2000,M,PFE/PFD,,85,,,,header-parsed,ANITA_Thailand & Germany ,57,
2516,ANITA_Thailand & Germany ,254824,,,,,,,,601,2000,M,White,,100,,,,header-parsed,ANITA_Thailand & Germany ,57,
2517,ANITA_Thailand & Germany ,254824,,,,,,,,2001,5000,M,Light,2.76666666666667,,,,,header-parsed,ANITA_Thailand & Germany ,58,
2518,ANITA_Thailand & Germany ,254824,,,,,,,,2001,5000,M,Medium,3.23333333333333,,,,,header-parsed,ANITA_Thailand & Germany ,58,
2519,ANITA_Thailand & Germany ,254824,,,,,,,,2001,5000,M,PFE/PFD,,83,,,,header-parsed,ANITA_Thailand & Germany ,58,
2520,ANITA_Thailand & Germany ,254824,,,,,,,,2001,5000,M,White,,97,,,,header-parsed,ANITA_Thailand & Germany ,58,
2521,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,200,500,M,White,3.1,,,,,header-parsed,ANITA_Thailand & Germany ,84,
2522,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,200,500,M,Medium,100,,,,,header-parsed,ANITA_Thailand & Germany ,84,
2523,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,501,1000,M,White,2.8,,,,,header-parsed,ANITA_Thailand & Germany ,85,
2524,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,501,1000,M,Medium,89,,,,,header-parsed,ANITA_Thailand & Germany ,85,
2525,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,1001,5000,M,White,2.6,,,,,header-parsed,ANITA_Thailand & Germany ,86,
2526,ANITA_Thailand & Germany ,255676BA/11,,,,,,,,1001,5000,M,Medium,84,,,,,header-parsed,ANITA_Thailand & Germany ,86,
2527,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,200,500,M,White,3.35,,,,,header-parsed,ANITA_Thailand & Germany ,91,
2528,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,200,500,M,Medium,100,,,,,header-parsed,ANITA_Thailand & Germany ,91,
2529,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,501,1000,M,White,2.95,,,,,header-parsed,ANITA_Thailand & Germany ,92,
2530,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,501,1000,M,Medium,89,,,,,header-parsed,ANITA_Thailand & Germany ,92,
2531,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1001,5000,M,White,2.8,,,,,header-parsed,ANITA_Thailand & Germany ,93,
2532,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1001,5000,M,Medium,84,,,,,header-parsed,ANITA_Thailand & Germany ,93,
2533,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,200,500,M,White,3.65,,,,,header-parsed,ANITA_Thailand & Germany ,98,
2534,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,200,500,M,Medium,110,,,,,header-parsed,ANITA_Thailand & Germany ,98,
2535,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,501,1000,M,White,3.35,,,,,header-parsed,ANITA_Thailand & Germany ,99,
2536,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,501,1000,M,Medium,100,,,,,header-parsed,ANITA_Thailand & Germany ,99,
2537,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1001,5000,M,White,3,,,,,header-parsed,ANITA_Thailand & Germany ,100,
2538,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1001,5000,M,Medium,90,,,,,header-parsed,ANITA_Thailand & Germany ,100,
2539,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,PFE/PFD,255399,,,,,header-parsed,ANITA_Thailand & Germany ,105,
2540,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,White,5.3,,,,,header-parsed,ANITA_Thailand & Germany ,105,
2541,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Medium,170,,,,,header-parsed,ANITA_Thailand & Germany ,105,
2542,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,PFE/PFD,255399,,,,,header-parsed,ANITA_Thailand & Germany ,112,
2543,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,White,6.15,,,,,header-parsed,ANITA_Thailand & Germany ,112,
2544,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Medium,185,,,,,header-parsed,ANITA_Thailand & Germany ,112,
2545,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,PFE/PFD,255399,,,,,header-parsed,ANITA_Thailand & Germany ,118,
2546,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,White,5.75,,,,,header-parsed,ANITA_Thailand & Germany ,118,
2547,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Medium,184,,,,,header-parsed,ANITA_Thailand & Germany ,118,
2548,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,White,6.6,,,,,header-parsed,ANITA_Thailand & Germany ,122,
2549,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Medium,206,,,,,header-parsed,ANITA_Thailand & Germany ,122,
2550,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1000,,M,White,6.95,,,,,header-parsed,ANITA_Thailand & Germany ,128,
2551,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,1000,,M,Medium,240,,,,,header-parsed,ANITA_Thailand & Germany ,128,
2552,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Dark,3.65,,,,,header-parsed,ANITA_Thailand & Germany ,135,
2553,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,3000,,M,Dark,2.4,,,,,header-parsed,ANITA_Thailand & Germany ,139,
2554,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,255123,,M,PFE/PFD,,3.7,,,,header-parsed,ANITA_Thailand & Germany ,154,
2555,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,255708,,M,PFE/PFD,,3.15,,,,header-parsed,ANITA_Thailand & Germany ,162,
2556,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,255708,,M,White,,3.95,,,,header-parsed,ANITA_Thailand & Germany ,162,
2557,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257035,,M,PFE/PFD,,6.95,,,,header-parsed,ANITA_Thailand & Germany ,169,
2558,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257035,,M,White,,240,,,,header-parsed,ANITA_Thailand & Germany ,169,
2559,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257140,,M,Dark,,4.1,,,,header-parsed,ANITA_Thailand & Germany ,179,
2560,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257154,,M,Dark,,6.55,,,,header-parsed,ANITA_Thailand & Germany ,181,
2561,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257159,,M,Dark,,9.45,,,,header-parsed,ANITA_Thailand & Germany ,184,
2562,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257160,,M,Dark,,5.7,,,,header-parsed,ANITA_Thailand & Germany ,187,
2563,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257168,,M,Dark,,6.6,,,,header-parsed,ANITA_Thailand & Germany ,190,
2564,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257185,,M,White,280,,,,,header-parsed,ANITA_Thailand & Germany ,193,
2565,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257185,,M,Light,170,,,,,header-parsed,ANITA_Thailand & Germany ,193,
2566,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257185,,M,Dark,,8.2,,,,header-parsed,ANITA_Thailand & Germany ,193,
2567,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257186,,M,White,220,,,,,header-parsed,ANITA_Thailand & Germany ,195,
2568,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257186,,M,Light,155,,,,,header-parsed,ANITA_Thailand & Germany ,195,
2569,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257186,,M,Dark,,6.95,,,,header-parsed,ANITA_Thailand & Germany ,195,
2570,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257183,,M,White,200,,,,,header-parsed,ANITA_Thailand & Germany ,197,
2571,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257183,,M,Light,130,,,,,header-parsed,ANITA_Thailand & Germany ,197,
2572,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257183,,M,Dark,,6.58,,,,header-parsed,ANITA_Thailand & Germany ,197,
2573,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257184,,M,White,225,,,,,header-parsed,ANITA_Thailand & Germany ,199,
2574,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257184,,M,Light,150,,,,,header-parsed,ANITA_Thailand & Germany ,199,
2575,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257184,,M,Dark,,9,,,,header-parsed,ANITA_Thailand & Germany ,199,
2576,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257225,,M,Medium,5000,,,,,header-parsed,ANITA_Thailand & Germany ,205,
2577,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257225,,M,Dark,500,,,,,header-parsed,ANITA_Thailand & Germany ,205,
2578,ANITA_Thailand & Germany ,255676BB/23,,,,,,,,257225,,M,PFE/PFD,,110,,,,header-parsed,ANITA_Thailand & Germany ,205,
2579,ANITA_Thailand & Germany ,255387,,,,,,,,45533,,M,Light,,2.8,,,,header-parsed,ANITA_Thailand & Germany ,250,
2580,ANITA_Thailand & Germany ,255387,,,,,,,,45729,,M,Light,165,,,,,header-parsed,ANITA_Thailand & Germany ,257,
2581,ANITA_Thailand & Germany ,255387,,,,,,,,45729,,M,Medium,157,,,,,header-parsed,ANITA_Thailand & Germany ,257,
2582,ANITA_Thailand & Germany ,255387,,,,,,,,45729,,M,Light,,3.75,,,,header-parsed,ANITA_Thailand & Germany ,257,
2583,ANITA_Thailand & Germany ,255387,,,,,,,,45729,,M,Medium,,120,,,,header-parsed,ANITA_Thailand & Germany ,257,
2584,ANITA_Thailand & Germany ,255387,,,,,,,,44616,,M,Medium,,150,,,,header-parsed,ANITA_Thailand & Germany ,261,
2585,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,PFE/PFD,490,,,,,header-parsed,ANITA_Thailand & Germany ,269,
2586,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,White,514.5,,,,,header-parsed,ANITA_Thailand & Germany ,269,
2587,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,Light,51.45,,,,,header-parsed,ANITA_Thailand & Germany ,269,
2588,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,Medium,565.95,,,,,header-parsed,ANITA_Thailand & Germany ,269,
2589,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,Dark,77.18,,,,,header-parsed,ANITA_Thailand & Germany ,269,
2590,ANITA_Thailand & Germany ,255387,,,,,,,,44820,,M,PFE/PFD,,591.68,,,,header-parsed,ANITA_Thailand & Germany ,269,
2591,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,PFE/PFD,499,,,,,header-parsed,ANITA_Thailand & Germany ,276,
2592,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,White,523.95,,,,,header-parsed,ANITA_Thailand & Germany ,276,
2593,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,Light,52.4,,,,,header-parsed,ANITA_Thailand & Germany ,276,
2594,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,Medium,576.35,,,,,header-parsed,ANITA_Thailand & Germany ,276,
2595,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,Dark,78.59,,,,,header-parsed,ANITA_Thailand & Germany ,276,
2596,ANITA_Thailand & Germany ,255387,,,,,,,,45064,,M,PFE/PFD,,602.54,,,,header-parsed,ANITA_Thailand & Germany ,276,
2597,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,200,700,M,Medium,3.77,,,,,header-parsed,Aronne Faccio,34,
2598,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,701,2500,M,Medium,3.4,,,,,header-parsed,Aronne Faccio,35,
2599,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,2501,,M,Medium,3.22,,,,,header-parsed,Aronne Faccio,36,
2600,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,200,700,M,White,3.87,,,,,header-parsed,Aronne Faccio,67,
2601,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,701,2500,M,White,3.4,,,,,header-parsed,Aronne Faccio,68,
2602,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,2501,,M,White,3.22,,,,,header-parsed,Aronne Faccio,69,
2603,Aronne Faccio,254804,,PA Power Net Elastic Tuell,"86% PA, 14% PUE",,142 - 147 cm.,45 - 50 g/m2,,200,700,M,White,4.12,,,,,header-parsed,Aronne Faccio,78,
